"","first","last","team"
"18153","Paige","Reynolds","Southern Utah"
"18154","Rylee","Reynolds","Liberty"
"18155","Samantha","Reynolds","Southern Miss."
"18156","Sami","Reynolds","Washington"
"18157","Clarissa","Reynoso","UC San Diego"
"18158","Samantha","Reynoso","Eastern Ky."
"18159","Sophia","Reynoso","Florida"
"18160","Taylor","Rhea","Morehead St."
"18161","Megan","Rhead","Utah St."
"18162","Brooke","Rheinecker","Southeast Mo. St."
"18163","Chloe","Rhine","Saint Louis"
"18164","Lauryn","Rhinehart","Fairfield"
"18165","Rachael","Rhinehart","Robert Morris"
"18166","Taylor","Rhinehart","Villanova"
"18167","Taylor","Rhinehart","Siena"
"18168","Taylor","Rhinehart","Robert Morris"
"18169","Jena","Rhoads","Northern Ky."
"18170","Rachel","Rhode","UT Martin"
"18171","Karalyn","Rhodeback","Wright St."
"18172","Bronte","Rhoden","Northwestern St."
"18173","Abigail","Rhodes","Morehead St."
"18174","Allie","Rhodes","Notre Dame"
"18175","Blair","Rhodes","Elon"
"18176","Dezirae","Rhodes","South Carolina St."
"18177","Hailee","Rhodes","Northwestern St."
"18178","Jade","Rhodes","Auburn"
"18179","Kassie","Rhodes","SFA"
"18180","Mckenzi","Rhodes","Akron"
"18181","Natalie","Rhodes","Kennesaw St."
"18182","Shannon","Rhodes","Oregon"
"18183","Shannon","Rhodes","Texas"
"18184","Kaylin","Rhone","Florida A&M"
"18185","Madisyn","Rhone","N.C. A&T"
"18186","Bailey","Rhoney","Charlotte"
"18187","Kennedy","Rhue","Presbyterian"
"18188","Chloe","Riassetto","Louisiana"
"18189","Kasey","Ricard","Boston U."
"18190","Amanda","Ricci","Binghamton"
"18191","Laura","Ricciardone","Harvard"
"18192","Nena","Riccoboni","Army West Point"
"18193","Brooke","Rice","Ohio"
"18194","Chandler","Rice","Toledo"
"18195","Kelsi","Rice","Santa Clara"
"18196","Lauren","Rice","Missouri"
"18197","Lauren","Rice","Ohio St."
"18198","Makayla","Rice","Drake"
"18199","Marissa","Rice","Belhaven"
"18200","Savannah","Rice","Western Caro."
"18201","Savannah","Rice","Marshall"
"18202","Susan","Rice","Omaha"
"18203","Teagan","Rice","Canisius"
"18204","Teagan","Rice","Akron"
"18205","Kamrie","Rich","Lipscomb"
"18206","Lindsay","Rich","Eastern Mich."
"18207","Magen","Rich","Miles"
"18208","Rhianna","Rich","Harvard"
"18209","Ajia","Richard","UTEP"
"18210","Dacia","Richard","Grambling"
"18211","Danielle","Richard","Alabama"
"18212","Jayla","Richard","Prairie View"
"18213","Kailey","Richard","Tennessee St."
"18214","Kailey","Richard","Bethune-Cookman"
"18215","Kate","Richard","Binghamton"
"18216","Madeline","Richard","UC Riverside"
"18217","Regan","Richard","Prairie View"
"18218","Zoe","Richard","Cal St. Fullerton"
"18219","Alyssa","Richards","Tennessee Tech"
"18220","Andrea","Richards","Chattanooga"
"18221","Bailey","Richards","SFA"
"18222","Brook","Richards","Idaho St."
"18223","Ellie","Richards","Notre Dame"
"18224","Emma","Richards","Drake"
"18225","Emma","Richards","Ball St."
"18226","Jordan","Richards","Kansas"
"18227","Kiara","Richards","N.C. A&T"
"18228","Lena","Richards","Akron"
"18229","Megan","Richards","Campbell"
"18230","Samantha","Richards","Saint Mary's (CA)"
"18231","Sarah","Richards","App State"
"18232","Zoe","Richards","UC San Diego"
"18233","Alexis","Richardson","A&M-Corpus Christi"
"18234","Alexis","Richardson","Xavier (LA)"
"18235","Anisha","Richardson","Texas Southern"
"18236","Aysha","Richardson","Virginia Tech"
"18237","Aysha","Richardson","Coppin St."
"18238","Bailee","Richardson","Georgia St."
"18239","Britney","Richardson","Boston College"
"18240","Brook","Richardson","Charleston So."
"18241","Brooklin","Richardson","Tennessee Tech"
"18242","Courtney","Richardson","Michigan"
"18243","Daijah","Richardson","Alcorn"
"18244","Darington","Richardson","Kentucky"
"18245","Emily","Richardson","Valparaiso"
"18246","Erika","Richardson","Campbell"
"18247","Jada","Richardson","South Carolina St."
"18248","Kaitlyn","Richardson","Minnesota"
"18249","Katie jo","Richardson","Belhaven"
"18250","Katy","Richardson","Chattanooga"
"18251","Kyleigh","Richardson","Ga. Southern"
"18252","Lauryn","Richardson","UNCW"
"18253","Leah","Richardson","Alabama St."
"18254","Lindsey","Richardson","Jacksonville St."
"18255","Mallory","Richardson","Murray St."
"18256","Paige","Richardson","Saint Francis (PA)"
"18257","Pamela","Richardson","Texas Southern"
"18258","Samyah","Richardson","Hampton"
"18259","Taylor","Richardson","Massachusetts"
"18260","Zharia","Richardson","Ark.-Pine Bluff"
"18261","Mary kate","Richberg","Niagara"
"18262","Michaela","Richbourg","Oklahoma St."
"18263","Hannah","Richendollar","Purdue Fort Wayne"
"18264","Allyson","Riches","Alabama A&M"
"18265","Kaylee","Richetto","Middle Tenn."
"18266","Vanessa","Richie","Saint Mary's (CA)"
"18267","Alli","Richmond","Binghamton"
"18268","Jenna","Richmond","St. Bonaventure"
"18269","Jenna","Richmond","Buffalo"
"18270","Alyssa","Richter","MSU Denver"
"18271","Hannah","Richter","Tennessee Tech"
"18272","Olivia","Richvalsky","Michigan"
"18273","Jordan","Richwood","Memphis"
"18274","Gianna","Richy","UIC"
"18275","Abigail","Rickermann","Southeast Mo. St."
"18276","Karli","Ricketts","Butler"
"18277","Savannah","Ricketts","ETSU"
"18278","Delaney","Rickey","Fla. Atlantic"
"18279","Aliyah","Ricks","CSUN"
"18280","Destiny","Ricks","Texas Southern"
"18281","Jessica","Ricks","App State"
"18282","Kyye","Ricks","South Carolina"
"18283","Lealani","Ricks","Howard"
"18284","Meagan","Ricks","FGCU"
"18285","Tiffany","Ricks","Dayton"
"18286","Ashley","Rico","San Jose St."
"18287","Dani","Rico","California Baptist"
"18288","Danielle","Rico","Eastern Mich."
"18289","Meghan","Rico","George Washington"
"18290","Lauren","Riddell","Middle Tenn."
"18291","Kyndal","Riddick","Troy"
"18292","Taliyah","Riddick-waters","Mississippi Val."
"18293","Claudia","Riddle","Western Caro."
"18294","Danielle","Riddle","Oklahoma St."
"18295","Madeline","Rider","Western Ky."
"18296","Shayna","Rider","UMBC"
"18297","Jordan","Ridge","Western Ky."
"18298","Winter","Ridgeway","Alcorn"
"18299","Erin","Riding","Iowa"
"18300","Tia","Ridings","Saint Martin's"
"18301","Jamari","Ridley","Florida A&M"
"18302","Harli","Ridling","Kansas"
"18303","Hannah","Ridolfi","UT Martin"
"18304","Samantha","Rieb","Iona"
"18305","Stevie","Rieger","CWRU"
"18306","Jillian","Riegert","Akron"
"18307","Amanda","Riely","CWRU"
"18308","Brooke","Riemenschneider","Indiana St."
"18309","Regan","Riemersma","Central Ark."
"18310","Riley","Riendeau","Monmouth"
"18311","Olivia","Riener","Bowling Green"
"18312","Riley","Ries","Cleveland St."
"18313","Alysen","Rieth","Maine"
"18314","Maddy","Rifenberick","Columbia"
"18315","Skylar","Rigby","Drake"
"18316","Logan","Riggenbach","Portland St."
"18317","Madison","Riggle","Robert Morris"
"18318","Michala","Riggle","Louisville"
"18319","Bailee","Riggs","Tarleton St."
"18320","Colette","Riggs","San Jose St."
"18321","D'aun","Riggs","Florida St."
"18322","D'aun","Riggs","Troy"
"18323","Emily","Riggs","UMBC"
"18324","Kaitlyn","Riggs","Stony Brook"
"18325","Rayven","Riggs","Alcorn"
"18326","Rachel","Rigney","Troy"
"18327","Atalyia","Rijo","Arkansas"
"18328","Ally","Riley","Nebraska"
"18329","Amanda","Riley","Monmouth"
"18330","Angeline","Riley","North Dakota"
"18331","Catelyn","Riley","Ole Miss"
"18332","Courtney","Riley","Nevada"
"18333","Jacki","Riley","Saint Peter's"
"18334","Jeanay","Riley","Eastern Ky."
"18335","Kelsey","Riley","Texas Southern"
"18336","Lauren","Riley","Charlotte"
"18337","Liz","Riley","Norfolk St."
"18338","Maddie","Riley","Biola"
"18339","Rachel","Riley","Penn"
"18340","Tymber","Riley","Arkansas"
"18341","Mariah","Rimmer","New Mexico"
"18342","Conchetta","Rinaldi","Youngstown St."
"18343","Adriana","Rincon","Southern U."
"18344","Morgan","Rinehart","George Washington"
"18345","Savannah","Ring","UConn"
"18346","Lauren","Ringhiser","Towson"
"18347","Blake","Ringle","Creighton"
"18348","Kylie","Ringler","Kent St."
"18349","Jessica","Rio","NIU"
"18350","Carli","Riordan","Montana"
"18351","Kelli","Riordan","IUPUI"
"18352","Alyssa","Rios","North Dakota"
"18353","Briana","Rios","Santa Clara"
"18354","Hailee","Rios","Fresno St."
"18355","Morgan","Rios","ULM"
"18356","Morgan","Rios","Campbell"
"18357","Morgan","Rios","UT Arlington"
"18358","Natalie","Rios","La Salle"
"18359","Sl","Rios","Langston"
"18360","Sy","Rios","Langston"
"18361","Sydney","Rios","Langston"
"18362","Candice","Ripine","Buffalo"
"18363","Berlyn","Rippentrop","San Jose St."
"18364","Delynn","Rippy","Cal St. Fullerton"
"18365","Jessie","Rising","Manhattan"
"18366","Morgan","Ritchey","Iona"
"18367","Arizona","Ritchie","Virginia"
"18368","Arizona","Ritchie","George Washington"
"18369","Elizabeth","Ritchie","Norfolk St."
"18370","Lydia","Ritchie","East Carolina"
"18371","Emma","Ritter","Virginia Tech"
"18372","Kelsey","Ritter","Winthrop"
"18373","Madison","Rittley","Rider"
"18374","Nicole","Rivait","Bucknell"
"18375","Nicole","Rivait","Canisius"
"18376","Rachelle","Rivard","Penn St."
"18377","Aaliyah","Rivas","Nevada"
"18378","Chloe","Rivas","New Mexico St."
"18379","Corrina","Rivas","SIUE"
"18380","Olivia","Rivas","A&M-Corpus Christi"
"18381","Paige","Rivas","Coastal Carolina"
"18382","Paige","Rivas","Winthrop"
"18383","Peyton","Rivas","Coastal Carolina"
"18384","Peyton","Rivas","Winthrop"
"18385","Taylor","Rivenburgh","App State"
"18386","Alanah","Rivera","South Fla."
"18387","Alyssa","Rivera","Auburn"
"18388","Caitlyn","Rivera","LMU (CA)"
"18389","Caitlyn","Rivera","UC Riverside"
"18390","Cerissa","Rivera","Cal St. Fullerton"
"18391","Chelsea","Rivera","Alabama St."
"18392","Des","Rivera","Oregon St."
"18393","Hope","Rivera","Coppin St."
"18394","Irene","Rivera","Stony Brook"
"18395","Jasmeen","Rivera","Bethune-Cookman"
"18396","Jessica","Rivera","FIU"
"18397","Jocelyn","Rivera","Ball St."
"18398","Jocelyn","Rivera","Montevallo"
"18399","Mama","Rivera","Hawaii"
"18400","Monica","Rivera","Mississippi Val."
"18401","Natalia","Rivera","FIU"
"18402","Natalia","Rivera","Alabama St."
"18403","Ruby","Rivera","Illinois"
"18404","Kelsie","Rivers","South Alabama"
"18405","Lanae","Rivers","Kentucky St."
"18406","Malia","Rivers","Fresno St."
"18407","Cailey","Rizzardo","Simpson (CA)"
"18408","Marilyn","Rizzato","Louisiana Tech"
"18409","Angie","Rizzi","LIU"
"18410","Angie","Rizzi","NC State"
"18411","Christina","Rizzi","UMass Lowell"
"18412","Marissa","Rizzi","St. John's (NY)"
"18413","Lindsey","Rizzo","Southeastern La."
"18414","Toni","Rizzo","Christian Brothers"
"18415","Alexis","Roach","Youngstown St."
"18416","Brooke","Roach","Alcorn"
"18417","Hailey","Roach","Youngstown St."
"18418","Raylon","Roach","Austin Peay"
"18419","Riley","Roach","Simpson (CA)"
"18420","Rose","Roach","Auburn"
"18421","Kierstin","Roadcap","James Madison"
"18422","Marlo","Roadcap","La Salle"
"18423","Jessie","Roane","Kansas"
"18424","Addison","Roark","Louisiana Tech"
"18425","Molly","Roark","Fordham"
"18426","Olivia","Roark","Missouri St."
"18427","Emily","Robb","Tenn. Southern"
"18428","Shaylon","Robb","Eastern Ky."
"18429","Ally","Robbins","Cal Poly"
"18430","Carly","Robbins","South Carolina"
"18431","Carly","Robbins","Long Beach St."
"18432","Jenna","Robbins","Eastern Ill."
"18433","Kelby","Robbins","SFA"
"18434","Adriane","Roberson","Southern U."
"18435","Alexis","Roberson","Delaware St."
"18436","Chelsea","Roberson","Winthrop"
"18437","Fallon","Roberson","N.C. Central"
"18438","Halie","Roberson","FIU"
"18439","O'neil","Roberson","Mississippi St."
"18440","O'neil","Roberson","Samford"
"18441","Colette","Robert","New Mexico"
"18442","Casie","Roberto","New Mexico St."
"18443","Alyssa","Roberts","Saint Joseph (CT)"
"18444","Andrea","Roberts","Eastern Ill."
"18445","Angela","Roberts","NIU"
"18446","Ashlyn","Roberts","New Mexico"
"18447","Ashlyn","Roberts","Michigan St."
"18448","Ashlynn","Roberts","Northern Ky."
"18449","Brianna","Roberts","Binghamton"
"18450","Cierra","Roberts","Ohio-Chillicothe"
"18451","Courtney","Roberts","Campbell"
"18452","Darian","Roberts","UNCW"
"18453","Gracie","Roberts","NC State"
"18454","Hannah","Roberts","Jacksonville"
"18455","Heather","Roberts","Jacksonville"
"18456","Janna","Roberts","Texas"
"18457","Jasie","Roberts","Houston Christian"
"18458","Joecellia","Roberts","San Diego"
"18459","Jordan","Roberts","Florida"
"18460","Kaelyn","Roberts","SFA"
"18461","Killian","Roberts","Belmont"
"18462","Lexie","Roberts","Radford"
"18463","Macee","Roberts","Miami (OH)"
"18464","Macee","Roberts","Austin Peay"
"18465","Mackenzie","Roberts","North Ala."
"18466","Madison","Roberts","Fairfield"
"18467","Mandy","Roberts","Kansas"
"18468","Millie","Roberts","Auburn"
"18469","Rochelle","Roberts","ULM"
"18470","Samantha","Roberts","Oakland"
"18471","Sarah beth","Roberts","Chattanooga"
"18472","Shanya","Roberts","UMES"
"18473","Tyanna","Roberts","UMES"
"18474","Abby","Robertson","Utah"
"18475","Abby","Robertson","California Baptist"
"18476","Catrell","Robertson","Buffalo"
"18477","Dylan","Robertson","Kent St."
"18478","Emma","Robertson","Houston"
"18479","Emmie","Robertson","Oklahoma St."
"18480","Grace","Robertson","Samford"
"18481","Katie","Robertson","UC Davis"
"18482","Megan","Robertson","Samford"
"18483","Morgan","Robertson","Butler"
"18484","Sarah","Robertson","Liberty"
"18485","Tanner","Robertson","Longwood"
"18486","Tiffany","Robertson","Prairie View"
"18487","Trinity","Robertson","Northern Ky."
"18488","Brianna","Robeson","Toledo"
"18489","Delaney","Robeson","Kent St."
"18490","Sydney","Robey","Quinnipiac"
"18491","Sophie","Robic","UAB"
"18492","Madison","Robicheau","Fairfield"
"18493","Meghan","Robicheaux","Louisiana Tech"
"18494","Alona","Robillard","UMES"
"18495","Camryn","Robillard","UTSA"
"18496","Jenn","Robillard","Sacred Heart"
"18497","Breanna","Robine","Fla. Atlantic"
"18498","Zariah","Robins","Texas Southern"
"18499","Addie","Robinson","Jacksonville St."
"18500","Alexis","Robinson","Norfolk St."
"18501","Annie","Robinson","Coastal Carolina"
"18502","Annie","Robinson","Ball St."
"18503","Bevia","Robinson","Mississippi St."
"18504","Breanna","Robinson","Howard"
"18505","Briana","Robinson","Stetson"
"18506","Caitlyn","Robinson","Ball St."
"18507","Caleigh","Robinson","A&M-Corpus Christi"
"18508","Carly","Robinson","Eastern Ky."
"18509","Carrington","Robinson","Bethune-Cookman"
"18510","Cierra","Robinson","Charleston So."
"18511","Da'vidria","Robinson","Coastal Carolina"
"18512","Dionne","Robinson","Langston"
"18513","Isabella","Robinson","Mississippi Val."
"18514","Janesa","Robinson","Savannah St."
"18515","Jill","Robinson","Troy"
"18516","Jordan","Robinson","UMES"
"18517","Kansas","Robinson","Northwestern"
"18518","Kassidy","Robinson","Lyon"
"18519","Kate","Robinson","Fairfield"
"18520","Katelyn","Robinson","Weber St."
"18521","Kayla","Robinson","Grambling"
"18522","Kayla","Robinson","Mississippi Val."
"18523","Kayley","Robinson","LMU (CA)"
"18524","Kelby","Robinson","Southeast Mo. St."
"18525","Mason","Robinson","Murray St."
"18526","Megan","Robinson","Liberty"
"18527","Morgan","Robinson","Ga. Southern"
"18528","Nakilah","Robinson","Prairie View"
"18529","Peyton","Robinson","New Mexico"
"18530","Raena","Robinson","UC Riverside"
"18531","Reagan","Robinson","Bethel (KS)"
"18532","Shaena","Robinson","Northern Colo."
"18533","Shelby","Robinson","Tennessee"
"18534","Shellie","Robinson","USC Upstate"
"18535","Summer","Robinson","Radford"
"18536","Taylor","Robinson","ETSU"
"18537","Taylor","Robinson","Marshall"
"18538","Tori","Robinson","Bucknell"
"18539","Tyler","Robinson","Grambling"
"18540","Tytianna","Robinson","Grambling"
"18541","Zekyia","Robinson","N.C. Central"
"18542","Olivia","Robison","Idaho St."
"18543","Alexis","Robison-kohrs","Detroit Mercy"
"18544","Liliana","Robledo","Nicholls"
"18545","Aliyah","Robles","Sacramento St."
"18546","Anyssa","Robles","Chattanooga"
"18547","Bella","Robles","Central Mich."
"18548","Cindy","Robles","Long Beach St."
"18549","Erica","Robles","Rhode Island"
"18550","Gabi","Robles","Illinois"
"18551","Joanna","Robles","Texas Col."
"18552","Kellen","Robles","UIW"
"18553","Lexi","Robles","St. John's (NY)"
"18554","Lilly","Robles","Monmouth"
"18555","Samantha","Robles","Southern Miss."
"18556","Vannity","Robles","Xavier (LA)"
"18557","Vivionna","Robles","Xavier (LA)"
"18558","Vivonna","Robles","Xavier (LA)"
"18559","Brittney","Roby","UNI"
"18560","Taylor","Roby","Louisville"
"18561","Bella","Rocco","Boise St."
"18562","Bella","Rocco","Fresno St."
"18563","Kit","Rocco","Northern Ky."
"18564","Kit","Rocco","Iowa"
"18565","Paige","Rocha","Wichita St."
"18566","Paige","Rocha","SIUE"
"18567","Samantha","Rocha","California"
"18568","Summer","Rocha","Morgan St."
"18569","Keely","Rochard","Virginia Tech"
"18570","Molly","Roche","Fairfield"
"18571","Danielle","Rocheleau","Hartford"
"18572","Imani","Rochelle","Charlotte"
"18573","Melissa","Rochford","Notre Dame"
"18574","Jordan","Rocker","Auburn"
"18575","Erin","Rockstroh","Cornell"
"18576","Kaeley","Rodan","Tuskegee"
"18577","Miranda","Rodarte","Texas Southern"
"18578","Gabrielle","Rodas","Cal St. Fullerton"
"18579","Kimberli","Rodas","Valparaiso"
"18580","Liz","Rodebaugh","Chattanooga"
"18581","Victoria","Rodebaugh","Jacksonville"
"18582","Hannah grace","Roden","Rhodes"
"18583","Anna","Rodenberg","Southeastern La."
"18584","Alyssa","Roderick","Stonehill"
"18585","Alannah","Rodgers","Louisiana Tech"
"18586","Erika","Rodgers","Seattle U"
"18587","Harli","Rodgers","Ark.-Pine Bluff"
"18588","Jocelynn","Rodgers","Murray St."
"18589","Kayla","Rodgers","Grand Canyon"
"18590","Nyla","Rodgers","N.C. Central"
"18591","Shelbee","Rodgers","Southern Miss."
"18592","Taylor","Rodgers","Mercer"
"18593","Arianna","Rodi","Charlotte"
"18594","Nyah","Rodman","Wisconsin"
"18595","Nyah","Rodman","Cal St. Fullerton"
"18596","Gia","Rodoni","Baylor"
"18597","Emma","Rodrigues","Grand Canyon"
"18598","Lisa","Rodrigues","New Mexico"
"18599","Meranda","Rodrigues","Huston-Tillotson"
"18600","Alex","Rodriguez","UNC Greensboro"
"18601","Ally","Rodriguez","NIU"
"18602","Alysia","Rodriguez","DePaul"
"18603","Amber","Rodriguez","Sacramento St."
"18604","Amberly","Rodriguez","NIU"
"18605","Ana","Rodriguez","New Mexico St."
"18606","Aniss","Rodriguez","Lamar University"
"18607","Ariana","Rodriguez","DePaul"
"18608","Ashleigh","Rodriguez","Duke"
"18609","Ashlend","Rodriguez","West Ala."
"18610","Becca","Rodriguez","Ball St."
"18611","Bibianna","Rodriguez","Michigan St."
"18612","Briana","Rodriguez","Mercer"
"18613","Brianna","Rodriguez","Pacific"
"18614","Brianna","Rodriguez","Brown"
"18615","Brittany","Rodriguez","Lamar University"
"18616","Brittany","Rodriguez","Louisiana"
"18617","Christina","Rodriguez","Fresno St."
"18618","Courtney","Rodriguez","Cal St. Fullerton"
"18619","Destiny","Rodriguez","Tennessee"
"18620","Dominique","Rodriguez","UNLV"
"18621","Ebbie","Rodriguez","TAMU-San Antonio"
"18622","Emily","Rodriguez","Weber St."
"18623","Erin","Rodriguez","San Jose St."
"18624","Gabriella","Rodriguez","Niagara"
"18625","Hannah","Rodriguez","UC Riverside"
"18626","Jade","Rodriguez","UTEP"
"18627","Janelle","Rodriguez","Cal St. Fullerton"
"18628","Jessica","Rodriguez","UIW"
"18629","Jillian","Rodriguez","Tennessee St."
"18630","Jojo","Rodriguez","North Dakota"
"18631","Julie","Rodriguez","UCLA"
"18632","Kairi","Rodriguez","Duke"
"18633","Kaitlyn","Rodriguez","Hampton"
"18634","Katherine","Rodriguez","Quinnipiac"
